Date,Time,batt_volt_Min,logger_temp,short_up_Avg,short_dn_Avg,long_up_Avg,long_dn_Avg,cnr4_T_C_Avg,cnr4_T_K_Avg,long_up_corr_Avg,long_dn_corr_Avg,Rs_net_Avg,Rl_net_Avg,albedo_Avg,Rn_Avg,AirTC_Avg,RH,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,Temp_C_Avg(1),Temp_C_Avg(2),Temp_C_Avg(3),Temp_C_Avg(4),H. suelo 60,Result2_Avg,T. suelo 60 cm,Result4_Avg,Result5_Avg,Result6_Avg,Result7_Avg,Result8_Avg,Result9_Avg,Riego
18/06/2018,16:30:00,12.93,35.34,445.18,108.60,-108.75,-6.14,36.69,309.84,413.82,516.44,336.59,-102.62,0.64,233.97,35.02,23.66,2.97,224.07,21.15,42.54,40.96,38.91,35.41,0.22,0.05,29.83,85.67,0.05,13.61,18.51,14.07,17.31,54.61
18/06/2018,17:00:00,12.56,35.15,307.33,94.63,-108.32,-8.84,36.38,309.53,412.13,511.61,212.69,-99.48,0.92,113.22,34.92,23.13,2.90,225.07,20.10,42.21,40.46,38.58,35.21,0.22,0.05,29.80,85.60,0.05,13.62,18.49,14.08,17.30,0.76
18/06/2018,17:30:00,12.54,34.92,376.69,79.05,-110.05,-10.68,35.62,308.77,405.33,504.70,297.64,-99.37,0.21,198.27,34.43,22.38,2.87,244.33,22.22,41.83,39.93,38.22,34.98,0.22,0.05,29.80,85.60,0.05,13.64,18.47,14.10,17.27,0.00
18/06/2018,18:00:00,12.67,34.68,279.19,62.44,-110.48,-11.41,34.58,307.73,397.97,497.03,216.75,-99.07,0.22,117.68,33.60,21.37,2.88,246.70,16.68,41.50,39.50,37.96,34.75,0.23,0.05,29.80,85.60,0.05,13.79,18.31,14.25,17.13,0.00
18/06/2018,18:30:00,12.52,34.13,180.04,43.16,-107.75,-12.06,33.26,306.41,392.03,487.73,136.88,-95.70,0.24,41.19,32.24,23.78,2.77,240.13,13.11,40.57,38.46,37.07,34.27,0.23,0.05,29.80,85.60,0.05,13.83,18.26,14.30,17.08,0.00
18/06/2018,19:00:00,12.45,33.16,88.56,24.20,-104.11,-12.23,31.57,304.72,384.76,476.63,64.37,-91.88,0.28,-27.51,30.67,26.16,2.70,237.83,10.86,38.85,36.54,35.27,33.36,0.23,0.05,29.80,85.60,0.05,13.83,18.26,14.30,17.08,0.00
18/06/2018,19:30:00,12.36,31.66,17.54,6.64,-96.92,-13.38,29.35,302.50,377.84,461.38,10.89,-83.54,0.37,-72.64,28.55,29.96,2.35,235.80,7.38,36.07,33.51,32.37,31.96,0.23,0.05,29.80,85.60,0.05,13.83,18.26,14.30,17.09,0.00
18/06/2018,20:00:00,12.31,29.60,-4.50,1.85,-88.03,-8.74,26.86,300.01,371.29,450.58,-6.34,-79.29,-0.41,-85.64,26.29,38.04,2.48,235.73,6.93,32.05,29.23,28.21,29.93,0.23,0.05,29.80,85.60,0.05,13.82,18.26,14.29,17.10,0.00
18/06/2018,20:30:00,12.28,27.96,-4.69,2.24,-83.92,-8.60,25.50,298.65,367.11,442.44,-6.93,-75.33,-0.48,-82.26,25.08,46.76,2.19,233.50,6.01,28.93,25.82,25.00,28.20,0.23,0.05,29.80,85.60,0.05,13.82,18.27,14.29,17.10,0.00
18/06/2018,21:00:00,12.25,26.44,-4.36,2.20,-81.07,-9.88,24.15,297.30,361.87,433.06,-6.55,-71.19,-0.51,-77.74,23.41,53.45,2.00,228.47,6.70,26.21,22.81,22.17,26.68,0.23,0.05,29.80,85.60,0.05,13.81,18.27,14.28,17.10,0.00
18/06/2018,21:30:00,12.22,24.89,-4.19,2.36,-77.08,-11.64,22.56,295.71,356.48,421.92,-6.55,-65.43,-0.58,-71.98,22.06,65.77,1.18,224.70,8.28,23.39,19.72,19.26,25.14,0.23,0.05,29.80,85.60,0.05,13.81,18.28,14.28,17.10,0.00
18/06/2018,22:00:00,12.19,23.39,-2.63,3.64,-72.53,-8.48,21.50,294.65,354.82,418.88,-6.27,-64.06,-1.44,-70.33,20.56,67.17,1.69,210.33,5.09,20.61,16.67,16.40,23.58,0.23,0.05,29.80,85.60,0.05,13.80,18.28,14.27,17.09,0.00
18/06/2018,22:30:00,12.16,22.26,-2.77,3.26,-73.93,-13.61,21.75,294.90,354.92,415.24,-6.03,-60.32,-1.21,-66.35,20.01,74.22,1.27,185.57,7.90,18.64,14.43,14.36,22.42,0.23,0.05,29.80,85.60,0.05,13.80,18.28,14.26,17.10,0.00
18/06/2018,23:00:00,12.14,21.12,-3.04,3.38,-72.41,-11.49,20.99,294.14,352.04,412.96,-6.42,-60.92,-1.18,-67.34,18.80,80.08,1.31,143.17,9.35,16.66,12.22,12.33,21.27,0.23,0.05,29.80,85.60,0.05,13.81,18.28,14.28,17.09,0.00
18/06/2018,23:30:00,12.11,20.30,-3.89,1.61,-70.08,-7.91,19.99,293.14,348.62,410.79,-5.50,-62.17,-0.44,-67.67,18.47,81.93,1.84,112.77,4.14,15.26,10.60,10.89,20.39,0.23,0.05,29.80,85.60,0.05,13.82,18.27,14.29,17.09,0.00
19/06/2018,00:00:00,12.08,19.56,-3.23,2.50,-66.15,-4.33,18.85,292.00,346.05,407.86,-5.72,-61.81,-0.78,-67.53,18.09,82.63,1.95,112.00,3.66,14.07,9.23,9.68,19.65,0.23,0.05,29.80,85.60,0.05,13.82,18.27,14.29,17.09,0.00
19/06/2018,00:30:00,12.06,18.94,-2.92,3.00,-64.40,-3.25,18.42,291.57,345.41,406.56,-5.92,-61.15,-1.07,-67.07,17.82,82.20,1.89,118.03,5.69,13.05,8.05,8.66,19.00,0.23,0.05,29.80,85.60,0.05,13.83,18.27,14.29,17.09,0.00
19/06/2018,01:00:00,12.03,18.39,-2.49,3.33,-63.55,-4.02,18.34,291.49,345.79,405.31,-5.82,-59.52,-1.39,-65.35,17.56,84.50,1.81,122.50,5.55,12.20,7.05,7.81,18.44,0.23,0.05,29.80,85.60,0.05,13.83,18.27,14.29,17.09,0.00
19/06/2018,01:30:00,12.00,17.93,-2.99,2.74,-64.36,-5.05,18.36,291.51,345.06,404.38,-5.73,-59.32,-1.01,-65.05,17.29,85.63,1.86,123.07,7.67,11.49,6.21,7.10,17.97,0.23,0.05,29.80,85.60,0.05,13.82,18.27,14.29,17.09,0.00
19/06/2018,02:00:00,11.97,17.53,-2.81,2.84,-63.37,-4.07,17.94,291.09,343.72,403.02,-5.65,-59.30,-1.03,-64.95,17.08,86.60,1.86,120.93,3.77,10.90,5.52,6.52,17.56,0.23,0.05,29.80,85.60,0.05,13.82,18.27,14.29,17.09,0.00
19/06/2018,02:30:00,11.94,17.16,-2.62,2.98,-62.46,-3.88,17.63,290.78,342.87,401.45,-5.60,-58.58,-1.20,-64.18,16.79,87.07,1.82,109.13,2.46,10.35,4.87,5.99,17.18,0.23,0.05,29.80,85.60,0.05,13.83,18.26,14.30,17.08,0.00
19/06/2018,03:00:00,11.91,16.80,-2.48,3.03,-63.25,-4.57,17.75,290.90,342.80,401.49,-5.51,-58.68,-1.30,-64.19,16.46,88.00,2.07,99.35,4.44,9.85,4.25,5.49,16.80,0.23,0.05,29.80,85.60,0.05,13.84,18.26,14.30,17.08,0.00
19/06/2018,03:30:00,11.88,16.74,-3.04,2.43,-62.91,-3.95,17.66,290.81,342.64,401.60,-5.47,-58.96,-0.82,-64.43,16.70,85.97,1.86,106.07,4.32,9.87,4.21,5.54,16.72,0.23,0.05,29.80,85.60,0.05,13.83,18.26,14.30,17.08,0.00
19/06/2018,04:00:00,11.86,16.49,-2.51,2.94,-61.26,-5.59,17.29,290.44,342.21,397.87,-5.45,-55.66,-1.22,-61.11,16.39,85.93,1.63,123.73,4.79,9.61,3.88,5.29,16.51,0.23,0.05,29.81,85.60,0.05,13.83,18.27,14.29,17.09,0.00
19/06/2018,04:30:00,11.84,16.09,-2.90,2.32,-60.58,-4.27,16.65,289.80,339.36,395.67,-5.22,-56.30,-0.84,-61.52,15.85,87.67,1.77,121.17,5.68,8.98,3.18,4.66,16.12,0.23,0.05,29.80,85.60,0.05,13.84,18.26,14.30,17.08,0.00
19/06/2018,05:00:00,11.82,15.75,-2.51,2.66,-60.68,-2.58,16.32,289.47,337.45,395.54,-5.17,-58.10,-1.08,-63.27,15.59,88.63,1.85,102.77,5.41,8.44,2.57,4.13,15.75,0.23,0.05,29.80,85.60,0.05,13.83,18.27,14.29,17.09,0.00
19/06/2018,05:30:00,11.81,15.55,-0.88,3.32,-62.02,-4.31,16.44,289.59,336.72,394.43,-4.20,-57.71,-2.05,-61.91,15.45,88.93,1.58,104.97,4.81,8.23,2.28,3.92,15.55,0.23,0.05,29.80,85.60,0.05,13.83,18.27,14.29,17.09,0.00
19/06/2018,06:00:00,11.82,15.46,26.64,10.45,-65.06,-6.88,16.89,290.04,336.18,394.36,16.19,-58.18,0.48,-41.99,15.38,89.10,1.04,60.53,10.60,8.16,2.14,3.87,15.40,0.23,0.05,29.80,85.60,0.05,13.83,18.27,14.29,17.09,0.00
19/06/2018,06:30:00,12.52,16.41,97.14,28.57,-67.86,-4.00,18.22,291.37,340.80,404.67,68.57,-63.86,0.30,4.70,16.94,86.33,0.95,56.83,9.14,10.07,4.00,5.85,16.14,0.23,0.05,29.95,85.90,0.05,13.83,18.27,14.30,17.08,0.00
19/06/2018,07:00:00,12.68,18.52,182.93,48.58,-76.15,-2.99,21.61,294.76,351.92,425.08,134.36,-73.16,0.27,61.20,20.38,76.58,0.70,100.29,16.46,14.32,8.30,10.26,18.10,0.23,0.05,30.08,86.17,0.05,13.80,18.28,14.27,17.08,0.00
19/06/2018,07:30:00,12.58,21.00,277.26,65.12,-82.66,-4.47,24.91,298.06,364.89,443.08,212.13,-78.19,0.24,133.94,23.37,69.58,1.28,136.53,16.90,19.31,13.56,15.56,20.60,0.23,0.05,30.06,86.13,0.05,13.75,18.31,14.22,17.10,40.13
19/06/2018,08:00:00,12.89,23.20,372.13,78.08,-86.14,-6.51,27.55,300.70,377.45,457.08,294.05,-79.63,0.21,214.42,25.53,70.00,1.49,155.33,21.58,23.44,18.21,20.11,22.86,0.22,0.05,30.08,86.17,0.05,13.73,18.31,14.19,17.10,56.14
19/06/2018,08:30:00,12.97,24.91,462.76,91.28,-88.83,-9.39,29.61,302.76,387.60,467.05,371.48,-79.44,0.20,292.03,26.62,69.27,1.44,190.63,28.30,26.55,21.91,23.45,24.68,0.22,0.05,30.07,86.13,0.05,13.67,18.34,14.14,17.13,55.88
19/06/2018,09:00:00,12.99,26.14,549.33,104.63,-91.36,-12.01,31.36,304.51,396.17,475.51,444.70,-79.35,0.19,365.36,27.60,61.89,1.54,213.17,27.87,28.55,24.48,25.47,25.96,0.22,0.05,30.07,86.13,0.05,13.60,18.37,14.07,17.16,55.62
19/06/2018,09:30:00,13.01,27.08,626.68,116.55,-92.16,-12.79,32.84,305.99,404.91,484.28,510.13,-79.37,0.19,430.76,28.49,57.39,1.60,216.37,29.69,29.95,26.42,26.76,26.94,0.22,0.05,30.07,86.17,0.05,13.51,18.40,13.97,17.19,16.00
19/06/2018,10:00:00,13.00,27.90,700.87,128.85,-95.75,-12.29,34.21,307.36,410.30,493.75,572.02,-83.45,0.18,488.57,29.59,48.41,1.49,192.77,38.61,31.05,28.03,27.71,27.78,0.22,0.05,30.01,86.00,0.05,13.46,18.44,13.92,17.24,0.00
19/06/2018,10:30:00,13.00,28.71,761.32,136.95,-103.35,-16.77,36.47,309.62,417.76,504.34,624.36,-86.58,0.18,537.78,30.75,41.12,1.49,187.23,29.69,32.17,29.53,28.59,28.58,0.22,0.05,29.86,85.73,0.05,13.42,18.44,13.87,17.24,0.00
19/06/2018,11:00:00,12.98,29.48,815.21,147.94,-105.20,-12.01,36.87,310.02,418.59,511.77,667.28,-93.19,0.18,574.09,31.48,39.05,1.81,183.90,31.39,33.38,30.94,29.45,29.37,0.22,0.05,29.83,85.67,0.05,13.44,18.41,13.89,17.22,0.00
19/06/2018,11:30:00,12.95,30.26,860.04,154.55,-105.97,-8.61,37.61,310.76,422.84,520.20,705.48,-97.36,0.18,608.13,32.45,30.13,1.99,166.17,29.04,34.64,32.29,30.42,30.14,0.22,0.05,29.80,85.60,0.05,13.44,18.39,13.89,17.20,0.00
19/06/2018,12:00:00,12.93,31.17,885.71,156.57,-107.10,-6.98,38.25,311.40,426.08,526.20,729.14,-100.11,0.18,629.03,33.50,27.95,2.25,168.53,32.62,36.21,33.92,31.93,31.05,0.22,0.05,29.79,85.60,0.05,13.46,18.36,13.92,17.17,0.00
19/06/2018,12:30:00,12.69,31.97,901.91,157.93,-105.46,-4.49,38.21,311.36,427.44,528.42,743.98,-100.97,0.18,643.01,33.86,26.95,2.79,170.23,24.68,37.62,35.34,33.42,31.87,0.22,0.05,29.80,85.60,0.05,13.48,18.34,13.94,17.15,0.00
19/06/2018,13:00:00,12.79,32.63,899.44,154.92,-108.02,-7.17,39.04,312.19,430.58,531.42,744.52,-100.85,0.17,643.67,34.50,25.97,2.34,176.00,33.59,38.64,36.49,34.69,32.55,0.22,0.05,29.79,85.60,0.05,13.49,18.33,13.94,17.16,0.00
19/06/2018,13:30:00,12.98,33.48,883.41,150.10,-108.40,-8.78,39.44,312.59,432.95,532.57,733.31,-99.62,0.17,633.69,35.03,25.68,2.57,217.13,23.62,39.76,37.93,36.28,33.34,0.22,0.05,29.80,85.60,0.05,13.54,18.28,14.00,17.11,30.23
19/06/2018,14:00:00,13.00,34.39,858.53,145.50,-107.55,-9.35,39.37,312.52,433.35,531.54,713.04,-98.20,0.17,614.84,35.40,24.51,2.66,215.57,36.89,41.19,39.64,37.97,34.29,0.22,0.05,29.79,85.60,0.05,13.55,18.22,14.00,17.05,56.14
19/06/2018,14:30:00,12.97,34.97,829.18,143.14,-110.04,-7.85,38.62,311.77,425.68,527.87,686.04,-102.19,0.17,583.86,35.34,19.74,3.67,199.83,24.12,41.97,40.72,38.97,34.93,0.22,0.05,29.79,85.60,0.05,13.41,18.29,13.86,17.13,55.62
19/06/2018,15:00:00,12.99,35.21,783.29,137.56,-115.50,-8.39,38.52,311.67,419.53,526.64,645.72,-107.11,0.18,538.61,35.43,19.90,3.27,226.37,20.96,42.25,41.06,39.16,35.21,0.22,0.05,29.79,85.60,0.05,13.44,18.28,13.89,17.12,55.37
19/06/2018,15:30:00,13.00,35.33,721.87,129.63,-115.92,-9.79,38.27,311.42,417.39,523.52,592.24,-106.13,0.18,486.11,35.41,19.30,3.15,238.80,19.11,42.53,41.15,39.07,35.34,0.22,0.05,29.80,85.60,0.05,13.47,18.25,13.92,17.10,50.30
19/06/2018,16:00:00,13.03,35.34,647.47,120.03,-116.97,-10.88,37.98,311.13,414.33,520.43,527.44,-106.10,0.19,421.35,35.37,16.15,3.29,222.40,25.75,42.63,41.03,38.86,35.37,0.22,0.05,29.80,85.60,0.05,13.51,18.20,13.97,17.04,39.88
19/06/2018,16:30:00,12.82,35.22,450.16,108.63,-110.83,-8.31,36.80,309.95,412.50,515.01,341.53,-102.51,0.58,239.02,34.93,22.40,3.93,221.80,16.81,42.51,40.69,38.56,35.28,0.22,0.05,29.80,85.60,0.05,13.65,18.07,14.11,16.93,12.70
19/06/2018,17:00:00,12.85,34.88,306.07,95.62,-103.59,-7.01,35.61,308.76,411.71,508.29,210.46,-96.58,0.85,113.88,34.25,22.80,3.90,234.63,16.80,41.96,39.92,37.95,34.97,0.22,0.05,29.80,85.60,0.05,13.66,18.06,14.12,16.91,0.00
19/06/2018,17:30:00,12.86,34.49,376.27,79.73,-103.76,-7.80,34.73,307.88,405.72,501.68,296.55,-95.96,0.21,200.58,33.72,22.17,3.96,249.17,15.96,41.28,39.06,37.27,34.57,0.22,0.05,29.80,85.60,0.05,13.66,18.05,14.13,16.91,0.00
19/06/2018,18:00:00,12.70,34.19,277.00,61.81,-104.95,-9.59,33.89,307.04,398.97,494.32,215.19,-95.35,0.22,119.83,32.93,21.73,3.28,239.00,14.98,40.86,38.49,36.89,34.26,0.22,0.05,29.80,85.60,0.05,13.66,18.05,14.12,16.92,0.00
19/06/2018,18:30:00,12.55,33.52,163.07,39.57,-102.43,-10.19,32.52,305.67,392.57,484.81,123.50,-92.24,0.24,31.26,31.60,22.36,3.13,241.60,13.22,39.74,37.20,35.77,33.66,0.22,0.05,29.80,85.60,0.05,13.65,18.05,14.11,16.93,0.00
19/06/2018,19:00:00,12.47,32.73,87.32,23.56,-98.45,-10.88,31.28,304.43,388.56,476.13,63.76,-87.57,0.27,-23.81,30.45,21.94,2.71,241.43,11.47,38.38,35.65,34.34,32.93,0.22,0.05,29.80,85.60,0.05,13.66,18.04,14.11,16.92,0.00
19/06/2018,19:30:00,12.38,31.44,17.72,7.02,-92.83,-9.03,29.61,302.76,383.58,467.38,10.71,-83.80,0.00,-73.09,29.18,20.29,2.84,241.20,10.23,35.95,32.99,31.82,31.68,0.22,0.05,29.80,85.60,0.05,13.71,17.99,14.17,16.87,0.00
19/06/2018,20:00:00,12.34,29.81,-4.50,1.59,-85.18,-9.62,27.41,300.56,377.54,453.10,-6.09,-75.56,-0.36,-81.65,27.13,23.69,2.21,240.80,6.78,32.85,29.62,28.60,30.09,0.23,0.05,29.80,85.60,0.05,13.73,17.95,14.19,16.83,0.00
19/06/2018,20:30:00,12.30,28.09,-4.07,1.98,-77.83,-12.85,25.77,298.92,374.87,439.86,-6.05,-64.98,-0.50,-71.04,24.84,31.69,2.00,238.60,3.44,29.69,26.16,25.32,28.37,0.23,0.05,29.80,85.60,0.05,13.74,17.93,14.20,16.82,0.00
19/06/2018,21:00:00,12.27,26.51,-3.33,2.55,-75.24,-14.28,24.74,297.89,371.22,432.18,-5.88,-60.97,-0.84,-66.84,23.37,35.96,2.04,237.77,3.83,26.75,22.96,22.30,26.74,0.23,0.05,29.80,85.60,0.05,13.79,17.88,14.25,16.77,0.00
19/06/2018,21:30:00,12.24,25.16,-3.20,1.80,-75.41,-16.80,24.12,297.27,367.35,425.97,-5.01,-58.62,-0.62,-63.62,22.34,42.81,1.71,218.57,6.38,24.30,20.23,19.77,25.36,0.23,0.05,29.80,85.60,0.05,13.80,17.87,14.26,16.76,0.00
19/06/2018,22:00:00,12.21,23.78,-2.63,2.13,-72.39,-17.27,22.98,296.13,363.63,418.75,-4.76,-55.12,-0.96,-59.88,20.87,58.67,1.10,198.73,4.95,21.87,17.52,17.23,23.99,0.23,0.05,29.80,85.60,0.05,13.79,17.87,14.25,16.76,0.00
19/06/2018,22:30:00,12.18,22.32,-2.71,2.64,-67.63,-12.37,21.15,294.30,357.70,412.96,-5.34,-55.26,-1.21,-60.60,19.25,64.64,0.50,208.60,11.82,19.25,14.64,14.54,22.53,0.23,0.05,29.80,85.60,0.05,13.79,17.88,14.25,16.76,0.00
19/06/2018,23:00:00,12.15,21.09,0.04,3.94,-62.49,-8.07,19.64,292.79,354.18,408.59,-3.89,-54.42,#¡DIV/0!,-58.31,18.26,68.96,0.18,227.33,14.37,17.05,12.20,12.29,21.25,0.23,0.05,29.80,85.60,0.05,13.79,17.88,14.26,16.76,0.00
19/06/2018,23:30:00,12.12,19.99,-0.93,3.63,-65.11,-11.81,19.70,292.85,351.94,405.23,-4.56,-53.29,-1.55,-57.85,17.54,70.49,1.03,121.03,10.50,15.13,10.04,10.31,20.13,0.23,0.05,29.80,85.60,0.05,13.81,17.86,14.27,16.73,0.00
20/06/2018,00:00:00,12.10,19.02,-1.74,2.20,-66.03,-12.85,19.42,292.57,349.41,402.60,-3.95,-53.19,-2.23,-57.14,17.03,72.13,1.31,111.77,3.28,13.47,8.17,8.62,19.14,0.23,0.05,29.80,85.60,0.05,13.82,17.87,14.28,16.74,0.00
20/06/2018,00:30:00,12.07,18.18,-2.02,1.64,-64.10,-11.12,18.49,291.64,346.08,399.06,-3.66,-52.99,1.31,-56.65,16.32,72.76,1.22,68.16,11.68,12.04,6.55,7.16,18.28,0.23,0.05,29.80,85.60,0.05,13.85,17.84,14.32,16.71,0.00
20/06/2018,01:00:00,12.04,17.53,-2.03,0.99,-63.43,-12.08,18.62,291.77,347.47,398.81,-3.03,-51.34,-0.93,-54.37,15.94,71.09,1.48,63.52,5.79,11.00,5.31,6.09,17.57,0.23,0.05,29.80,85.60,0.05,13.83,17.85,14.30,16.72,0.00
20/06/2018,01:30:00,12.01,17.10,-1.35,1.67,-61.62,-11.66,18.61,291.76,349.24,399.20,-3.02,-49.96,-2.06,-52.98,15.95,70.95,1.50,69.39,5.39,10.42,4.55,5.49,17.12,0.23,0.05,29.80,85.60,0.05,13.84,17.84,14.30,16.71,0.00
20/06/2018,02:00:00,11.98,16.84,-2.76,0.87,-61.27,-10.58,18.42,291.57,348.52,399.20,-3.63,-50.68,-0.41,-54.32,16.20,68.82,1.83,89.62,3.84,10.18,4.16,5.25,16.84,0.23,0.05,29.80,85.60,0.05,13.83,17.84,14.30,16.71,0.00
20/06/2018,02:30:00,11.95,16.62,-2.29,2.24,-59.93,-7.14,17.67,290.82,345.64,398.43,-4.53,-52.79,-1.07,-57.32,16.11,64.08,1.91,91.63,5.81,9.94,3.82,5.03,16.61,0.23,0.05,29.80,85.60,0.05,13.84,17.84,14.30,16.71,0.00
20/06/2018,03:00:00,11.92,16.42,-2.29,2.29,-57.53,-6.66,17.53,290.68,347.28,398.14,-4.58,-50.86,-1.07,-55.44,16.05,66.17,2.04,98.57,3.39,9.76,3.54,4.87,16.41,0.23,0.05,29.80,85.60,0.05,13.83,17.84,14.29,16.71,0.00
20/06/2018,03:30:00,11.90,16.29,-1.93,2.46,-55.42,-6.95,17.76,290.91,350.66,399.14,-4.39,-48.47,-1.70,-52.86,16.09,70.96,2.05,97.07,3.95,9.68,3.40,4.84,16.26,0.23,0.05,29.80,85.60,0.05,13.82,17.85,14.28,16.72,0.00
20/06/2018,04:00:00,11.88,16.30,-2.10,2.30,-56.26,-4.78,17.61,290.76,348.99,400.48,-4.39,-51.49,-1.18,-55.88,16.37,66.48,1.92,85.63,4.63,9.86,3.54,5.08,16.25,0.23,0.05,29.80,85.60,0.05,13.81,17.85,14.28,16.72,0.00
20/06/2018,04:30:00,11.85,16.45,-2.03,2.08,-58.65,-7.68,18.29,291.44,350.38,401.35,-4.11,-50.96,-1.04,-55.08,16.70,60.04,1.86,75.77,3.82,10.32,3.98,5.61,16.39,0.23,0.05,29.80,85.60,0.05,13.79,17.86,14.25,16.73,0.00
20/06/2018,05:00:00,11.83,16.63,-2.21,2.18,-59.90,-8.79,18.69,291.84,351.42,402.53,-4.39,-51.11,-0.99,-55.50,17.05,58.22,1.87,81.93,3.75,10.83,4.49,6.18,16.57,0.23,0.05,29.80,85.60,0.05,13.76,17.88,14.23,16.74,0.00
20/06/2018,05:30:00,11.82,16.66,-1.23,1.66,-59.15,-11.02,18.47,291.62,350.93,399.06,-2.89,-48.13,-0.29,-51.02,16.94,62.21,1.90,91.17,3.33,11.07,4.72,6.45,16.64,0.23,0.05,29.80,85.60,0.05,13.78,17.87,14.24,16.74,0.00
20/06/2018,06:00:00,11.84,16.58,25.24,10.12,-56.44,-7.46,17.88,291.03,350.31,399.30,15.11,-48.99,0.46,-33.87,16.48,61.81,1.53,106.37,5.05,10.95,4.60,6.40,16.51,0.22,0.05,29.80,85.60,0.05,13.73,17.90,14.20,16.76,0.00
20/06/2018,06:30:00,12.39,17.62,92.78,27.13,-61.97,-6.00,19.43,292.58,353.52,409.50,65.65,-55.98,0.30,9.67,17.87,64.73,0.86,71.09,17.54,12.97,6.64,8.53,17.35,0.22,0.05,29.80,85.60,0.05,13.65,17.94,14.11,16.80,0.00
20/06/2018,07:00:00,12.55,19.57,177.30,46.99,-72.09,-4.71,22.78,295.93,362.79,430.17,130.31,-67.38,0.27,62.93,21.01,60.88,0.56,53.41,15.25,16.88,10.63,12.61,19.19,0.22,0.05,29.80,85.60,0.05,13.59,17.98,14.05,16.83,0.00
20/06/2018,07:30:00,12.53,21.77,268.80,62.67,-84.74,-9.90,26.66,299.81,373.38,448.22,206.13,-74.84,0.23,131.29,24.02,53.55,0.81,64.64,18.78,21.22,15.28,17.26,21.42,0.22,0.05,29.80,85.60,0.05,13.45,18.05,13.91,16.90,24.13
20/06/2018,08:00:00,12.46,23.85,364.45,75.64,-92.31,-13.44,29.13,302.28,381.12,459.99,288.81,-78.87,0.21,209.94,26.38,49.89,0.55,136.23,29.71,25.05,19.59,21.46,23.51,0.22,0.05,29.80,85.60,0.05,13.42,18.06,13.87,16.91,57.40
20/06/2018,08:30:00,12.51,25.59,459.41,89.10,-102.17,-20.15,31.76,304.91,387.90,469.92,370.31,-82.02,0.19,288.29,27.80,39.46,0.91,158.37,40.85,28.25,23.32,24.84,25.35,0.22,0.05,29.79,85.60,0.05,13.39,18.07,13.84,16.93,57.40
20/06/2018,09:00:00,12.58,26.91,545.69,102.70,-106.27,-22.31,33.77,306.92,396.89,480.85,443.00,-83.96,0.19,359.04,29.11,32.54,0.82,155.20,41.04,30.46,26.02,26.97,26.71,0.22,0.05,29.78,85.57,0.05,13.36,18.08,13.81,16.94,55.37
20/06/2018,09:30:00,12.59,27.96,626.38,115.09,-107.33,-21.69,34.90,308.05,403.23,488.87,511.30,-85.65,0.18,425.65,29.91,26.61,1.46,167.37,30.76,32.21,28.23,28.55,27.83,0.22,0.05,29.79,85.60,0.05,13.37,18.08,13.82,16.93,1.02
20/06/2018,10:00:00,12.67,28.78,701.44,128.29,-103.24,-14.40,35.19,308.34,409.26,498.10,573.16,-88.84,0.18,484.32,30.87,28.74,2.12,166.17,27.84,33.35,29.85,29.50,28.66,0.22,0.05,29.79,85.60,0.05,13.36,18.06,13.81,16.92,0.00
20/06/2018,10:30:00,12.68,29.55,762.89,138.89,-100.85,-9.84,35.73,308.88,415.25,506.26,623.99,-91.01,0.18,532.98,31.43,30.78,2.25,178.70,27.93,34.47,31.33,30.35,29.45,0.22,0.05,29.80,85.60,0.05,13.39,18.05,13.84,16.91,0.00
20/06/2018,11:00:00,12.80,30.38,823.04,148.09,-104.42,-9.17,37.02,310.17,420.37,515.62,674.95,-95.25,0.18,579.70,32.10,30.93,2.09,199.45,29.15,35.77,32.82,31.21,30.29,0.22,0.05,29.80,85.60,0.05,13.43,18.01,13.89,16.87,0.00
20/06/2018,11:30:00,12.83,30.95,855.41,153.01,-106.09,-7.65,37.90,311.05,424.65,523.10,702.40,-98.45,0.18,603.95,32.87,27.79,1.98,186.97,30.53,36.65,33.78,31.89,30.86,0.22,0.05,29.79,85.60,0.05,13.46,17.96,13.92,16.83,52.33
20/06/2018,12:00:00,12.86,31.74,882.40,154.77,-109.76,-9.15,38.94,312.09,428.17,528.79,727.63,-100.61,0.18,627.02,33.66,26.46,2.52,201.37,31.27,37.92,35.14,33.14,31.62,0.22,0.05,29.79,85.60,0.05,13.45,17.93,13.91,16.79,56.14
20/06/2018,12:30:00,12.89,32.57,896.94,155.98,-107.15,-6.11,39.06,312.21,431.57,532.61,740.96,-101.04,0.17,639.92,34.36,23.19,2.61,184.83,34.39,39.35,36.62,34.67,32.47,0.22,0.05,29.79,85.60,0.05,13.46,17.92,13.91,16.79,55.37
20/06/2018,13:00:00,12.89,33.30,900.36,154.68,-109.46,-6.61,39.48,312.63,432.15,535.00,745.68,-102.85,0.17,642.83,35.00,22.41,2.58,195.27,41.92,40.47,37.90,36.08,33.21,0.22,0.05,29.78,85.60,0.05,13.40,17.93,13.85,16.82,55.12
20/06/2018,13:30:00,12.90,34.07,884.74,149.80,-110.84,-10.62,40.09,313.24,435.04,535.26,734.94,-100.22,0.17,634.72,35.50,24.35,2.50,208.70,31.53,41.43,39.20,37.51,33.95,0.22,0.05,29.78,85.60,0.05,13.19,18.05,13.64,16.93,55.12
